,,PDemand,QDemand
2021,4336,7.2,10.75
2021,4337,7.18,11.06
2021,4338,7.2,10.69
2021,4339,7.18,11.06
2021,4340,7.22,10.74
2021,4341,7.37,10.64
2021,4342,7.27,9.96
2021,4343,7.33,8.88
2021,4344,7.35,9.32
2021,4345,7.29,9.58
2021,4346,7.26,10.11
2021,4347,7.26,10.28
2021,4348,7.2,10.32
2021,4349,7.25,10.21
2021,4350,7.12,10.26
2021,4351,7.07,10.33
2021,4352,7.1,11.46
2021,4353,7.12,12.39
2021,4354,7.14,11.65
2021,4355,7.17,10.48
2021,4356,7.05,10.85
2021,4357,7.07,10.63
2021,4358,6.97,8.49
2021,4359,7.12,8.39
2021,4360,7.15,9.52
2021,4361,7.11,10.17
2021,4362,7.19,9.88
2021,4363,7.26,10.3
2021,4364,7.24,9.78
2021,4365,7.27,9.14
2021,4366,7.36,8.68
2021,4367,7.3,8.71
2021,4368,7.25,8.49
2021,4369,7.21,9.64
2021,4370,7.2,9.04
2021,4371,7.19,9.13
2021,4372,7.21,9.21
2021,4373,7.24,9.73
2021,4374,7.16,9.07
2021,4375,7.1,8.49
2021,4376,7.11,6.19
2021,4377,7.17,7.44
2021,4378,7.23,7.73
2021,4379,7.19,8.1
2021,4380,7.33,6.65
2021,4381,7.34,6.86
2021,4382,7.35,7.65
2021,4383,7.36,7.13
2021,4384,7.33,8.1
2021,4385,7.38,10.81
2021,4386,7.38,8.07
2021,4387,7.4,8.47
2021,4388,7.45,7.87
2021,4389,7.47,10.63
2021,4390,7.45,11.17
2021,4391,7.38,10.9
2021,4392,7.42,10.67
2021,4393,7.38,10.68
2021,4394,7.37,10.58
2021,4395,7.36,10.84
2021,4396,7.38,10.43
2021,4397,7.38,10.74
2021,4398,7.34,11.15
2021,4399,7.32,10.63
2021,4400,7.31,10.15
2021,4401,7.32,10
2021,4402,7.28,10.02
2021,4403,7.32,10.73
2021,4404,7.36,10.2
2021,4405,7.22,10.97
2021,4406,7.25,10.66
2021,4407,7.26,10.82
2021,4408,7.33,10.7
2021,4409,7.33,10.81
2021,4410,7.33,12.98
2021,4411,7.38,14.68
2021,4412,7.21,14.45
2021,4413,7.46,13.84
2021,4414,7.31,13.61
2021,4415,7.24,13.54
2021,4416,7.25,13.44
2021,4417,7.23,13.68
2021,4418,7.21,13.18
2021,4419,7.31,13.48
2021,4420,7.27,12.83
2021,4421,7.23,10.27
2021,4422,7.03,10.29
2021,4423,7.05,10.17
2021,4424,7.09,10.43
2021,4425,7.08,10.63
2021,4426,7.09,10.66
2021,4427,7.04,10.92
2021,4428,7.13,10.75
2021,4429,6.35,6.97
2021,4430,6.27,7.13
2021,4431,6.23,7.48
2021,4432,6.37,8.09
2021,4433,6.4,8.15
2021,4434,6.37,8.13
2021,4435,6.31,8.53
2021,4436,6.27,10.8
2021,4437,6.36,10.79
2021,4438,6.33,9.91
2021,4439,6.42,7.96
2021,4440,6.88,7.05
2021,4441,6.47,7.35
2021,4442,6.47,6.92
2021,4443,6.7,6.46
2021,4444,7.29,6.7
2021,4445,7.14,8.36
2021,4446,7.1,8.72
2021,4447,7.04,9.26
2021,4448,6.98,9.21
2021,4449,7.01,10.11
2021,4450,7.03,10.28
2021,4451,7.08,10.72
2021,4452,7.17,10.82
2021,4453,7.19,10.91
2021,4454,7.23,11.65
2021,4455,7.19,11.19
2021,4456,7.2,11.29
2021,4457,7.17,11.48
2021,4458,7.16,11.58
2021,4459,7.18,11.16
2021,4460,7.14,11.06
2021,4461,7.27,10.52
2021,4462,7.21,9.74
2021,4463,7.17,9.51
2021,4464,7.16,9.56
2021,4465,7.15,9.53
2021,4466,7.13,8.65
2021,4467,7.14,9.1
2021,4468,7.16,8.4
2021,4469,7.12,8.91
2021,4470,7.06,8.66
2021,4471,7.02,8.54
2021,4472,7.01,11.53
2021,4473,7.04,12.81
2021,4474,7.09,10.68
2021,4475,7.14,10.23
2021,4476,7.19,12.08
2021,4477,7.22,11.06
2021,4478,7.16,11.36
2021,4479,7.15,12.03
2021,4480,7.16,11.34
2021,4481,7.19,11.89
2021,4482,7.18,10.96
2021,4483,7.07,10.96
2021,4484,7.15,10.82
2021,4485,7.25,10.35
2021,4486,7.19,9.49
2021,4487,7.2,9.4
2021,4488,7.19,9.49
2021,4489,7.17,9.87
2021,4490,7.18,9.14
2021,4491,7.17,9.41
2021,4492,7.17,9.84
2021,4493,7.1,9.76
2021,4494,7.09,9.74
2021,4495,7.08,9.36
2021,4496,7.08,9.61
2021,4497,7.01,9.97
2021,4498,7.08,10.17
2021,4499,7.13,10.34
2021,4500,7.18,10.28
2021,4501,7.16,10.16
2021,4502,7.14,10.34
2021,4503,7.1,10.7
2021,4504,7.29,10.77
2021,4505,7.26,10.85
2021,4506,7.22,10.65
2021,4507,7.23,10.78
2021,4508,7.2,10.7
2021,4509,7.26,10.17
2021,4510,7.24,10.32
2021,4511,7.18,10.92
2021,4512,7.16,9.54
2021,4513,7.13,10.03
2021,4514,7.1,10.27
2021,4515,7.11,9.96
2021,4516,7.18,10.09
2021,4517,7.09,9.75
2021,4518,7.07,9.31
2021,4519,7.02,9.02
2021,4520,7.02,9.54
2021,4521,7.15,9.91
2021,4522,7.05,10.13
2021,4523,7.08,10.18
2021,4524,7.23,10.2
2021,4525,7.16,10.15
2021,4526,7.16,10.78
2021,4527,7.17,9.6
2021,4528,7.21,10.46
2021,4529,7.22,10.86
2021,4530,7.17,10.3
2021,4531,7.13,10.23
2021,4532,7.18,10.26
2021,4533,7.17,9.99
2021,4534,7.13,11.65
2021,4535,7.08,11.89
2021,4536,7.03,8.8
2021,4537,7.01,8.54
2021,4538,7.04,9.09
2021,4539,7.02,9.11
2021,4540,7.08,9.61
2021,4541,6.98,8.97
2021,4542,6.95,8.94
2021,4543,6.87,8.85
2021,4544,6.94,8.57
2021,4545,6.95,8.75
2021,4546,7.01,9.09
2021,4547,7.18,9.56
2021,4548,7.17,11.09
2021,4549,7.07,11.02
2021,4550,7.1,10.58
2021,4551,7.01,10.14
2021,4552,7,9.97
2021,4553,7.21,10.3
2021,4554,7.18,10.52
2021,4555,7.15,10.03
2021,4556,7.21,9.7
2021,4557,7.16,9.53
2021,4558,7.14,8.7
2021,4559,7.05,8.38
2021,4560,7.03,8.08
2021,4561,7.03,7.85
2021,4562,7.02,8.01
2021,4563,7,8.16
2021,4564,7.04,8.2
2021,4565,7.01,7.99
2021,4566,7.02,7.94
2021,4567,7.03,8.22
2021,4568,6.9,8.19
2021,4569,6.95,8.49
2021,4570,6.96,8.47
2021,4571,7.11,9.19
2021,4572,7.12,10.48
2021,4573,7.23,11.2
2021,4574,7.08,10.38
2021,4575,7.1,10.63
2021,4576,7.1,10.57
2021,4577,7.13,10.85
2021,4578,7.16,10.6
2021,4579,7.16,11.26
2021,4580,7.23,10.95
2021,4581,7.19,10.32
2021,4582,7.16,9.38
2021,4583,7.11,8.97
2021,4584,7.06,8.89
2021,4585,7.09,8.89
2021,4586,7.05,8.48
2021,4587,7.07,8.62
2021,4588,7.07,8.49
2021,4589,6.95,8.33
2021,4590,6.9,8.05
2021,4591,7.09,8.31
2021,4592,7.04,8.57
2021,4593,6.99,9.01
2021,4594,7.13,9.53
2021,4595,7.14,9.53
2021,4596,7.26,9.53
2021,4597,7.16,9.97
2021,4598,7.15,10.09
2021,4599,7.18,10.36
2021,4600,7.17,10.37
2021,4601,7.17,10.95
2021,4602,7.13,10.48
2021,4603,7.1,9.19
2021,4604,7.26,9.71
2021,4605,7.29,10.28
2021,4606,7.23,9.95
2021,4607,7.24,9.95
2021,4608,7.16,9.87
2021,4609,7.12,9.99
2021,4610,7.09,9.35
2021,4611,7.04,8.77
2021,4612,7.03,8.67
2021,4613,7.06,8.47
2021,4614,6.99,8.49
2021,4615,7.01,8.39
2021,4616,6.98,8.83
2021,4617,7.02,8.7
2021,4618,7.02,9.39
2021,4619,6.75,7.27
2021,4620,7.16,6.66
2021,4621,7.04,8.24
2021,4622,7.15,8.77
2021,4623,7.28,9.43
2021,4624,7.29,10.2
2021,4625,7.24,10.3
2021,4626,7.34,10.11
2021,4627,7.35,9.8
2021,4628,7.35,9.7
2021,4629,7.47,9.87
2021,4630,7.36,9.18
2021,4631,7.25,9.68
2021,4632,7.23,9.96
2021,4633,7.22,9.32
2021,4634,7.22,8.61
2021,4635,7.21,8.6
2021,4636,7.25,8.62
2021,4637,7.2,8.4
2021,4638,7.15,7.97
2021,4639,7.1,8.38
2021,4640,7.07,8.98
2021,4641,7.08,9.63
2021,4642,7.11,9.8
2021,4643,7.16,9.19
2021,4644,7.12,10.13
2021,4645,7.33,10.9
2021,4646,7.21,9.94
2021,4647,7.21,10.36
2021,4648,7.22,10.22
2021,4649,7.23,10.59
2021,4650,7.23,10.66
2021,4651,7.2,10.84
2021,4652,7.23,10.41
2021,4653,7.21,9.88
2021,4654,7.16,9.44
2021,4655,7.13,9.68
2021,4656,7.15,9.93
2021,4657,7.13,10.23
2021,4658,7.14,9.52
2021,4659,7.09,9.52
2021,4660,7.12,9.13
2021,4661,7.09,9.03
2021,4662,7.09,9.13
2021,4663,7.08,9.16
2021,4664,7.09,8.52
2021,4665,7.1,8.82
2021,4666,7.12,8.63
2021,4667,7.08,8.64
2021,4668,7.19,9.01
2021,4669,7.24,9.07
2021,4670,7.12,9.06
2021,4671,7.1,9.19
2021,4672,7.12,9.42
2021,4673,7.16,9.88
2021,4674,7.23,9.22
2021,4675,7.21,8.93
2021,4676,7.23,9.13
2021,4677,7.1,7.41
2021,4678,6.6,3.89
2021,4679,6.53,4.02
2021,4680,6.49,4.25
2021,4681,6.36,4.2
2021,4682,6.26,4.17
2021,4683,6.57,4.25
2021,4684,6.88,4.13
2021,4685,6.83,4.63
2021,4686,6.81,6.11
2021,4687,6.79,6.22
2021,4688,6.79,6.29
2021,4689,6.93,6.35
2021,4690,7,8.12
2021,4691,6.95,8.98
2021,4692,7.01,9.57
2021,4693,7.1,9.92
2021,4694,7.06,10
2021,4695,7.1,9.7
2021,4696,7.1,9.17
2021,4697,7.12,9.37
2021,4698,7.11,9.66
2021,4699,7.1,9.87
2021,4700,7.26,9.78
2021,4701,7.13,8.99
2021,4702,7,8.41
2021,4703,7.07,8.16
2021,4704,7.08,8.33
2021,4705,7.03,9.18
2021,4706,6.97,8.51
2021,4707,6.95,7.53
2021,4708,7.05,7.58
2021,4709,6.96,7.48
2021,4710,6.94,7.36
2021,4711,6.98,7.39
2021,4712,6.97,7.31
2021,4713,7.04,8.2
2021,4714,6.99,8.44
2021,4715,7.07,8.85
2021,4716,7.08,9.04
2021,4717,7.11,9.19
2021,4718,7.09,10.78
2021,4719,7.13,11.36
2021,4720,7.1,10.14
2021,4721,7.1,10.33
2021,4722,7.26,10.19
2021,4723,7.34,9.94
2021,4724,7.19,9.89
2021,4725,7.21,9.94
2021,4726,7.26,8.66
2021,4727,7.17,8.82
2021,4728,7.12,9.47
2021,4729,7.13,9.31
2021,4730,7.09,8.94
2021,4731,7.1,8.3
2021,4732,7.12,8.06
2021,4733,7.05,7.82
2021,4734,7,7.84
2021,4735,7.07,8.13
2021,4736,7.04,8.06
2021,4737,7.03,8.71
2021,4738,7.04,9.43
2021,4739,7.03,9.57
2021,4740,7.1,9.48
2021,4741,7.15,9.68
2021,4742,7.11,9.67
2021,4743,7.05,9.45
2021,4744,7.05,9.58
2021,4745,7,9.61
2021,4746,7.08,9.77
2021,4747,7.12,9.75
2021,4748,7.14,10.5
2021,4749,7.06,9.61
2021,4750,7.06,8.93
2021,4751,7.06,9.31
2021,4752,7.21,11.68
2021,4753,7.11,10.09
2021,4754,7.05,9.35
2021,4755,7.04,9.55
2021,4756,7.11,9.03
2021,4757,7.04,8.8
2021,4758,6.99,7.96
2021,4759,6.95,7.61
2021,4760,6.67,7.85
2021,4761,6.85,9.56
2021,4762,7.04,9.98
2021,4763,7.09,10.02
2021,4764,7.03,10.26
2021,4765,7.08,9.66
2021,4766,7.06,9.54
2021,4767,7.21,9.83
2021,4768,7.22,10.36
2021,4769,7.14,10.46
2021,4770,7.21,10.27
2021,4771,7.14,10.17
2021,4772,7.1,10.39
2021,4773,7.18,9.78
2021,4774,7.13,9.1
2021,4775,6.69,5.87
2021,4776,7.24,5.1
2021,4777,7.15,6.61
2021,4778,7.12,8.23
2021,4779,7.14,7.52
2021,4780,7.17,7.51
2021,4781,7.14,7.36
2021,4782,6.04,7.07
2021,4783,5.61,7.57
2021,4784,5.61,8.23
2021,4785,5.53,8.5
2021,4786,5.4,8.91
2021,4787,5.45,9.46
2021,4788,5.95,9.43
2021,4789,6.99,9.99
2021,4790,7.05,9.58
2021,4791,7.01,9.83
2021,4792,7.01,9.91
2021,4793,7.04,10
2021,4794,7.12,10.09
2021,4795,7.24,9.87
2021,4796,7.23,9.58
2021,4797,7.22,9.72
2021,4798,7.13,9.48
2021,4799,7.07,9.73
2021,4800,7.18,9.07
2021,4801,7.07,8.78
2021,4802,7.04,8.65
2021,4803,7.02,8.2
2021,4804,7.12,8.74
2021,4805,7.05,8.1
2021,4806,7.04,7.92
2021,4807,7.25,7.3
2021,4808,7.23,8.05
2021,4809,7.18,8.91
2021,4810,7.12,8.98
2021,4811,7.14,9.26
2021,4812,7.16,9.22
2021,4813,7.19,9.38
2021,4814,7.14,10.08
2021,4815,7.15,9.86
2021,4816,7.14,10.8
2021,4817,7.15,9.78
2021,4818,7.17,9.65
2021,4819,7.18,9.61
2021,4820,7.22,9.82
2021,4821,7.18,9.04
2021,4822,7.18,9.45
2021,4823,7.19,9.34
2021,4824,7.17,9.01
2021,4825,7.11,8.86
2021,4826,7.07,8.6
2021,4827,7.03,8.53
2021,4828,7.11,8.55
2021,4829,7.06,7.99
2021,4830,7.04,7.42
2021,4831,7.06,7.99
2021,4832,7.03,8.07
2021,4833,7.04,9.05
2021,4834,7.04,9.34
2021,4835,7.07,9.38
2021,4836,7.16,9.18
2021,4837,7.25,9.22
2021,4838,7.24,9.76
2021,4839,7.22,10.3
2021,4840,7.2,10.67
2021,4841,7.16,10.8
2021,4842,7.17,10.48
2021,4843,7.3,10.09
2021,4844,7.27,9.87
2021,4845,7.27,9.64
2021,4846,7.3,9.45
2021,4847,7.26,9.12
2021,4848,7.18,8.94
2021,4849,7.16,9.08
2021,4850,7.14,9.61
2021,4851,7.03,8.98
2021,4852,7.11,7.96
2021,4853,7.05,7.73
2021,4854,7.03,8.02
2021,4855,7.04,7.31
2021,4856,7.01,7.71
2021,4857,7.04,8.42
2021,4858,7.09,9.16
2021,4859,7.08,9.13
2021,4860,7.05,9.38
2021,4861,7.1,9.95
2021,4862,7.18,9.7
2021,4863,7.19,9.63
2021,4864,7.23,10.42
2021,4865,7.23,9.37
2021,4866,7.25,9.08
2021,4867,7.34,8.72
2021,4868,7.3,8.63
2021,4869,7.16,8.11
2021,4870,7.01,7.73
2021,4871,7.16,7.66
2021,4872,7.16,7.94
2021,4873,7.18,7.93
2021,4874,7.17,7.86
2021,4875,7.17,7.63
2021,4876,7.14,7.18
2021,4877,7.15,7.51
2021,4878,7.09,7.1
2021,4879,7.02,6.82
2021,4880,7.08,7.07
2021,4881,7.07,7.79
2021,4882,7.07,7.89
2021,4883,7.12,8.08
2021,4884,7.16,8.55
2021,4885,7.16,9.05
2021,4886,7.21,9.4
2021,4887,7.21,9.53
2021,4888,7.25,10.12
2021,4889,7.11,10.26
2021,4890,7.14,11.15
2021,4891,7.25,8.43
2021,4892,7.31,8.49
2021,4893,7.25,6.96
2021,4894,7.25,7.59
2021,4895,7.09,7.95
2021,4896,7.17,7.85
2021,4897,7.09,7.02
2021,4898,7.18,7.3
2021,4899,7.18,6.61
2021,4900,7.13,6.8
2021,4901,7.09,6.93
2021,4902,7.08,6.72
2021,4903,7.04,8.27
2021,4904,6.65,7.53
2021,4905,7.18,8
2021,4906,7.17,8.81
2021,4907,7.07,8.08
2021,4908,6.84,7.2
2021,4909,7.37,6.8
2021,4910,7.37,8.45
2021,4911,7.33,8.94
2021,4912,7.32,9.96
2021,4913,7.32,9.26
2021,4914,7.34,9.17
2021,4915,7.33,9.3
2021,4916,7.35,9.72
2021,4917,7.37,9.17
2021,4918,7.33,8.07
2021,4919,7.3,7.57
2021,4920,7.3,7.65
2021,4921,7.24,7.67
2021,4922,7.21,7.52
2021,4923,7.19,7.69
2021,4924,7.23,7.59
2021,4925,7.18,7.41
2021,4926,7.25,8
2021,4927,7.3,7.21
2021,4928,7.32,7.36
2021,4929,7.34,7.99
2021,4930,7.25,8.55
2021,4931,7.24,9.15
2021,4932,7.2,9.14
2021,4933,7.32,9.09
2021,4934,7.31,8.91
2021,4935,7.27,8.82
2021,4936,7.25,9.69
2021,4937,7.28,10.2
2021,4938,7.31,10.56
2021,4939,7.23,11.87
2021,4940,7.37,9.06
2021,4941,7.27,8.78
2021,4942,7.23,8.38
2021,4943,7.22,8.85
2021,4944,7.21,8.16
2021,4945,7.19,7.33
2021,4946,7.15,7.75
2021,4947,7.1,8.46
2021,4948,6.72,4.9
2021,4949,7.23,3.84
2021,4950,7.2,6.68
2021,4951,7.14,7.71
2021,4952,7.15,7.71
2021,4953,7.13,8.04
2021,4954,7.2,8.22
2021,4955,7.18,8.85
2021,4956,7.2,9.32
2021,4957,7.26,10.64
2021,4958,7.28,11.14
2021,4959,7.18,10.13
2021,4960,7.15,8.65
2021,4961,7.11,9.95
2021,4962,7.07,10.63
2021,4963,7.14,10.87
2021,4964,7.26,10.85
2021,4965,7.23,9.96
2021,4966,7.16,9.35
2021,4967,7.12,8.41
2021,4968,7.09,8
2021,4969,7.08,8.13
2021,4970,7.04,8.25
2021,4971,7.03,8.51
2021,4972,7.11,7.92
2021,4973,7.05,7.75
2021,4974,7.03,7.4
2021,4975,7.02,7.64
2021,4976,7.04,7.85
2021,4977,7.02,7.91
2021,4978,6.94,8.82
2021,4979,7.08,8.57
2021,4980,7.06,8.74
2021,4981,7.21,8.98
2021,4982,7.18,9.3
2021,4983,7.22,9.95
2021,4984,7.23,10.31
2021,4985,7.25,11.33
2021,4986,7.24,10.54
2021,4987,7.27,10.71
2021,4988,7.34,10.18
2021,4989,7.29,9.82
2021,4990,7.26,9.11
2021,4991,7.25,8.82
2021,4992,7.2,8.6
2021,4993,7.15,8.29
2021,4994,7.12,7.87
2021,4995,7.14,7.61
2021,4996,7.17,7.29
2021,4997,7.18,7.31
2021,4998,7.13,7.36
2021,4999,7.06,7.05
2021,5000,7,7.7
2021,5001,6.84,7.96
2021,5002,7.03,9.07
2021,5003,7.02,9.38
2021,5004,7.12,9.82
2021,5005,7.19,10.03
2021,5006,7.13,10.68
2021,5007,7.13,11.39
2021,5008,7.15,12.07
2021,5009,7.13,11.93
2021,5010,7.12,12.48
2021,5011,7.11,12.53
2021,5012,7.09,13.04
2021,5013,7.17,12.12
2021,5014,7.16,10.95
2021,5015,7.15,9.84
2021,5016,7.13,9.73
2021,5017,7.11,8.75
2021,5018,7.08,9.39
2021,5019,7.06,9.64
2021,5020,7.12,9.29
2021,5021,7.06,9.15
2021,5022,7.06,9.3
2021,5023,7.03,8.17
2021,5024,6.97,9.72
2021,5025,6.61,8.43
2021,5026,6.44,6.67
2021,5027,6.89,9.11
2021,5028,7.05,11.04
2021,5029,7.28,11.75
2021,5030,7.18,12.69
2021,5031,7.1,12.02
2021,5032,7.09,12.04
2021,5033,7.1,11.8
2021,5034,7.11,11.7
2021,5035,7.11,11.72
2021,5036,7.35,11.1
2021,5037,7.32,10.63
2021,5038,7.23,11.31
2021,5039,7.22,10.94
2021,5040,7.19,10.51
2021,5041,7.17,10.05
2021,5042,7.15,9.85
2021,5043,7.15,9.25
2021,5044,7.13,9.44
2021,5045,7.03,9.16
2021,5046,7,8.9
2021,5047,6.86,8.09
2021,5048,6.87,8.03
2021,5049,6.88,8.22
2021,5050,6.92,9.26
2021,5051,6.93,8.73
2021,5052,7.03,9.1
2021,5053,7.19,9.31
2021,5054,7.08,10.04
2021,5055,7.03,11.88
2021,5056,7.02,11.86
2021,5057,7.08,12.36
2021,5058,7.08,11.96
2021,5059,7.13,11.66
2021,5060,7.14,10.49
2021,5061,7.18,10
2021,5062,7.14,8.72
2021,5063,7.06,8.52
2021,5064,7.05,8.27
2021,5065,6.98,10.05
2021,5066,6.84,12.26
2021,5067,6.87,10.27
2021,5068,7.19,10.31
2021,5069,6.97,10.23
2021,5070,7.01,9.2
2021,5071,7.02,10.71
2021,5072,7.02,10.55
2021,5073,7,7.8
2021,5074,7.12,8.45
2021,5075,7.17,8.89
2021,5076,7.23,9.08
2021,5077,7.31,9.35
2021,5078,7.28,13.28
2021,5079,7.25,14.94
2021,5080,7.25,15.04
2021,5081,7.25,15.01
2021,5082,7.25,15.13
2021,5083,7.17,11.95
2021,5084,7.4,11.89
2021,5085,7.48,9.18
2021,5086,7.24,8.96
2021,5087,7.03,9.65
2021,5088,7.15,10.42
2021,5089,7.3,8.61
2021,5090,7.21,8.81
2021,5091,7.18,8.86
2021,5092,7.24,9.03
2021,5093,7.18,9.4
2021,5094,7.15,9.96
2021,5095,7.12,10.78
2021,5096,7.12,11.45
2021,5097,7.15,10.84
2021,5098,7.18,9.36
2021,5099,7.2,10.08
2021,5100,7.36,10.68
2021,5101,7.24,12.77
2021,5102,7.18,12.71
2021,5103,7.2,12.82
2021,5104,7.2,13.12
2021,5105,7.19,13.27
2021,5106,7.17,13.33
2021,5107,7.11,13.21
2021,5108,7.26,12.74
2021,5109,7.29,12.06
2021,5110,7.23,11.58
2021,5111,7.17,10.82
2021,5112,7.13,10.45
2021,5113,7.11,9.06
2021,5114,7.08,8.76
2021,5115,7.11,8.61
2021,5116,7.22,8.61
2021,5117,7.05,8.76
2021,5118,7.02,7.63
2021,5119,6.98,7.93
2021,5120,6.94,7.73
2021,5121,6.99,8.58
2021,5122,6.98,8.95
2021,5123,7.09,8.94
2021,5124,7.18,9.75
2021,5125,7.18,10.1
2021,5126,7.12,10.89
2021,5127,7.23,10.2
2021,5128,6.79,9.37
2021,5129,7.28,7.98
2021,5130,7.33,10.5
2021,5131,7.21,9.48
2021,5132,7.26,9.11
2021,5133,7.31,9.29
2021,5134,7.23,8.83
2021,5135,7.16,8.79
2021,5136,7.14,8.95
2021,5137,7.11,8.12
2021,5138,7.1,7.79
2021,5139,7.08,7.59
2021,5140,7.22,7.57
2021,5141,7.15,7.83
2021,5142,7.11,7.89
2021,5143,7.09,7.52
2021,5144,7.07,7.62
2021,5145,7.1,8.28
2021,5146,7.14,8.93
2021,5147,7.17,9.57
2021,5148,7.21,9.84
2021,5149,7.24,10.75
2021,5150,7.14,11.25
2021,5151,7.17,11.53
2021,5152,7.21,10.51
2021,5153,7.2,10.53
2021,5154,7.16,10.71
2021,5155,7.2,10.23
2021,5156,7.24,10.27
2021,5157,7.28,9.63
2021,5158,7.27,9.1
2021,5159,7.23,8.9
2021,5160,7.19,8.84
2021,5161,7.19,8.18
2021,5162,7.17,7.97
2021,5163,7.18,7.82
2021,5164,7.25,8.05
2021,5165,7.12,7.62
2021,5166,6.97,6.39
2021,5167,7.06,7.52
2021,5168,7.03,7.5
2021,5169,7.03,8.99
2021,5170,7.08,9.63
2021,5171,7.1,9.95
2021,5172,7.21,10.13
2021,5173,7.18,10.2
2021,5174,7.16,10.63
2021,5175,7.12,10.46
2021,5176,7.31,10.85
2021,5177,7.27,10.98
2021,5178,7.23,10.77
2021,5179,7.13,10.67
2021,5180,7.25,10.62
2021,5181,7.28,9.71
2021,5182,7.23,9.35
2021,5183,7.18,9.51
2021,5184,7.15,9.09
2021,5185,7.14,8.68
2021,5186,7.12,8.43
2021,5187,7.1,8.07
2021,5188,7.22,9.07
2021,5189,7.11,8.67
2021,5190,7.03,7.94
2021,5191,7.09,7.63
2021,5192,7.04,8.53
2021,5193,6.93,9.55
2021,5194,7.17,8.42
2021,5195,7.27,6.25
2021,5196,7.6,6.64
2021,5197,7.34,6.25
2021,5198,7.27,6.73
2021,5199,7.2,6.53
2021,5200,7.3,6.36
2021,5201,7.25,6.55
2021,5202,7.3,7.02
2021,5203,7.27,6.88
2021,5204,7.29,6.36
2021,5205,7.32,5.92
2021,5206,7.24,6.24
2021,5207,7.17,6.13
2021,5208,7.15,6.02
2021,5209,7.16,5.46
2021,5210,7.13,5.53
2021,5211,7.19,5.54
2021,5212,7.08,5.58
2021,5213,7.07,5.59
2021,5214,6.99,5.16
2021,5215,6.95,4.83
2021,5216,7.02,4.49
2021,5217,7.06,5.6
2021,5218,7.17,5.59
2021,5219,7.22,6.57
2021,5220,7.13,6.7
2021,5221,7.16,6.99
2021,5222,7.18,7.15
2021,5223,7.18,7.28
2021,5224,7.15,6.22
2021,5225,7.17,6.51
2021,5226,7.15,6.5
2021,5227,7.16,8.63
2021,5228,7.19,10.48
2021,5229,7.33,10.37
2021,5230,7.26,11.89
2021,5231,7.26,11.07
2021,5232,7.2,9.07
2021,5233,7.15,9.21
2021,5234,7.06,9.44
2021,5235,7.14,10.02
2021,5236,7.13,9.83
2021,5237,7.17,9.79
2021,5238,7.13,9.51
2021,5239,7.12,8.67
2021,5240,7.14,8.5
2021,5241,7.17,9.53
2021,5242,7.08,9.7
2021,5243,7.04,9.84
2021,5244,7.16,9.87
2021,5245,7.3,9.24
2021,5246,7.24,9.12
2021,5247,7.2,9.1
2021,5248,7.17,9.34
2021,5249,7.21,9.37
2021,5250,7.14,9.26
2021,5251,7.15,9.37
2021,5252,7.2,9.59
2021,5253,7.2,9.09
2021,5254,7.11,9
2021,5255,7.1,8.35
2021,5256,7.07,8.81
2021,5257,7.07,8.76
2021,5258,7.03,8.75
2021,5259,7.01,8.66
2021,5260,7.11,7.45
2021,5261,7.02,7.03
2021,5262,7.08,7.14
2021,5263,7.05,7.07
2021,5264,7.01,7.87
2021,5265,7.04,9.29
2021,5266,7.09,9.78
2021,5267,7.12,10.05
2021,5268,7.16,9.6
2021,5269,7.27,10.03
2021,5270,7.23,10
2021,5271,7.18,9.95
2021,5272,7.22,10.57
2021,5273,7,12.2
2021,5274,7.25,10.24
2021,5275,7.32,9.7
2021,5276,7.31,9.62
2021,5277,7.34,9.86
2021,5278,7.24,9.51
2021,5279,7.18,8.98
2021,5280,7.16,8.94
2021,5281,7.16,9.89
2021,5282,7.15,8.98
2021,5283,7.18,8.94
2021,5284,7.14,9.72
2021,5285,7.14,10.42
2021,5286,6.87,10.15
2021,5287,6.85,9.14
2021,5288,6.94,8.94
2021,5289,7.06,10.01
2021,5290,6.38,6.58
2021,5291,6.37,5.86
2021,5292,6.46,6.16
2021,5293,6.48,6.34
2021,5294,6.65,6.32
2021,5295,7.24,6.89
2021,5296,7.24,7.96
2021,5297,7.36,9.24
2021,5298,7.34,9.7
2021,5299,7.38,11.62
2021,5300,7.34,10.21
2021,5301,7.44,9.3
2021,5302,7.28,9.3
2021,5303,7.2,9.47
2021,5304,7.2,9.59
2021,5305,7.17,9.37
2021,5306,7.12,9.24
2021,5307,7.11,9.35
2021,5308,7.1,9.19
2021,5309,7.08,8.98
2021,5310,7.04,8.87
2021,5311,6.99,9.09
2021,5312,6.96,8.88
2021,5313,7.01,9.23
2021,5314,7.02,9.11
2021,5315,6.98,9.08
2021,5316,7,9.33
2021,5317,7.16,9.52
2021,5318,7.06,9.84
2021,5319,7.09,9.91
2021,5320,7.12,9.56
2021,5321,7.14,10.68
2021,5322,7.13,11.69
2021,5323,7.13,10.95
2021,5324,7.26,9.44
2021,5325,7.16,8.8
2021,5326,7.06,9.68
2021,5327,7.07,9.29
2021,5328,7.01,8.06
2021,5329,6.98,8.22
2021,5330,6.94,8.74
2021,5331,6.96,8.67
2021,5332,7.01,8.4
2021,5333,6.98,8.31
2021,5334,6.97,8.27
2021,5335,7,7.88
2021,5336,6.96,8.68
2021,5337,6.95,10.49
